Imports For Consumption | Annual + Year-To-Date Data from Jan - Sep,,,,,,,,
Customs Value,Canada,17,SUGARS AND SUGAR CONFECTIONERY,"855,784,301","976,853,024","1,026,901,092","754,170,704","788,035,513"
Customs Value,China,14,"VEGETABLE PLAITING MATERIALS AND VEGETABLE PRODUCTS, NESOI","24,140,768","24,279,141","16,434,273","12,123,665","15,092,989"
Customs Value,China,16,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES","349,280,325","322,348,087","266,337,728","191,041,777","191,743,710"
Customs Value,China,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES","152,673,946","227,490,129","219,059,966","198,355,801","389,893,073"
Customs Value,Canada,91,CLOCKS AND WATCHES AND PARTS THEREOF,"7,651,567","7,361,969","9,870,798","6,612,535","12,875,856"
Customs Value,Canada,89,"SHIPS, BOATS AND FLOATING STRUCTURES","215,062,935","193,262,447","212,078,713","166,771,415","151,652,740"
Customs Value,China,72,IRON AND STEEL,"514,127,995","970,986,524","545,841,333","444,492,354","371,098,947"
Customs Value,China,40,RUBBER AND ARTICLES THEREOF,"5,331,741,109","3,313,315,439","2,514,819,899","1,862,856,694","1,895,348,400"
Customs Value,Mexico,74,COPPER AND ARTICLES THEREOF,"1,496,173,160","1,494,587,863","912,154,224","700,598,318","700,308,986"
Customs Value,Mexico,39,PLASTICS AND ARTICLES THEREOF,"7,076,644,913","8,517,430,933","7,782,791,960","5,925,475,990","6,120,651,337"
Customs Value,China,56,"WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF","783,055,064","612,717,255","504,168,158","368,803,199","460,318,049"
Customs Value,China,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF","107,141,662,976","102,911,175,328","81,358,944,077","62,124,386,074","58,961,191,024"
Customs Value,Mexico,17,SUGARS AND SUGAR CONFECTIONERY,"1,608,397,168","2,091,773,877","2,135,146,925","1,787,572,827","1,435,874,654"
Customs Value,Mexico,49,"PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRINTED PRODUCTS; MANUSCRIPTS, TYPESCRIPTS AND PLANS","279,619,290","359,691,786","523,077,833","371,691,728","399,516,468"
Customs Value,Mexico,31,FERTILIZERS,"136,349,802","163,649,115","146,324,430","97,705,660","143,355,291"
Customs Value,China,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,"488,624,292","614,422,071","410,177,255","341,064,302","378,658,757"
Customs Value,Mexico,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,"121,991,386","121,352,787","121,684,088","89,170,562","94,823,819"
Customs Value,China,75,NICKEL AND ARTICLES THEREOF,"25,904,326","73,954,296","69,407,751","52,843,755","53,705,619"
Customs Value,China,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS","433,862,132","419,404,089","279,617,034","210,915,941","237,231,651"
Customs Value,Mexico,43,FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF,"124,030","137,207","109,730","61,670","80,935"
Customs Value,Canada,11,MILLING INDUSTRY PRODUCTS; MALT; STARCHES; INULIN; WHEAT GLUTEN,"849,331,881","1,188,587,004","1,115,153,961","847,729,398","826,297,262"
Customs Value,China,31,FERTILIZERS,"22,510,005","42,399,113","28,793,319","24,188,438","16,994,053"
Customs Value,Mexico,96,MISCELLANEOUS MANUFACTURED ARTICLES,"718,443,499","833,320,011","806,682,223","607,638,654","752,243,348"
Customs Value,Canada,09,"COFFEE, TEA, MATE AND SPICES","474,670,632","648,657,259","600,211,084","450,650,296","453,488,490"
Customs Value,Canada,52,"COTTON, INCLUDING YARNS AND WOVEN FABRICS THEREOF","14,310,579","12,230,070","15,305,052","11,673,697","11,671,479"
Customs Value,Canada,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,"134,345,706","131,445,983","177,403,030","130,742,068","163,830,353"
Customs Value,China,38,MISCELLANEOUS CHEMICAL PRODUCTS,"2,239,964,202","4,790,516,195","1,817,575,844","1,365,025,588","1,230,288,689"
Customs Value,China,83,MISCELLANEOUS ARTICLES OF BASE METAL,"5,814,329,416","6,212,141,461","4,675,664,157","3,511,593,369","3,918,830,390"
Customs Value,Mexico,45,CORK AND ARTICLES OF CORK,"2,830,750","3,884,538","3,024,248","2,670,604","1,055,177"
Customs Value,Canada,39,PLASTICS AND ARTICLES THEREOF,"14,849,785,345","15,096,222,087","13,474,434,944","10,270,129,566","10,631,306,853"
Customs Value,China,70,GLASS AND GLASSWARE,"2,833,106,132","2,965,190,323","2,276,168,261","1,672,986,058","1,963,913,719"
Customs Value,Mexico,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FEED,"78,552,951","121,771,696","119,010,075","87,825,319","107,184,044"
Customs Value,China,11,MILLING INDUSTRY PRODUCTS; MALT; STARCHES; INULIN; WHEAT GLUTEN,"50,192,996","34,930,502","19,353,987","15,962,936","12,555,725"
Customs Value,Canada,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,"21,907,259","24,657,034","31,945,527","24,091,546","24,796,758"
Customs Value,China,02,MEAT AND EDIBLE MEAT OFFAL,"8,047,761","7,164,861","8,929,258","7,080,342","5,338,497"
Customs Value,Canada,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED","341,734,239","410,031,463","367,621,227","280,717,909","283,761,887"
Customs Value,China,63,MADE-UP TEXTILE ARTICLES NESOI; NEEDLECRAFT SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,"10,997,719,089","10,072,446,963","7,904,675,924","5,808,786,597","6,347,612,963"
Customs Value,Canada,45,CORK AND ARTICLES OF CORK,"1,064,964","996,254","1,038,733","751,478","837,751"
Customs Value,Mexico,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,"65,771,112","124,175,508","172,036,723","141,500,196","96,758,527"
Customs Value,Mexico,38,MISCELLANEOUS CHEMICAL PRODUCTS,"777,519,265","1,154,918,093","1,114,665,190","821,085,362","795,191,081"
Customs Value,China,76,ALUMINUM AND ARTICLES THEREOF,"3,245,878,272","3,596,424,392","2,539,407,429","1,885,215,347","2,141,500,458"
Customs Value,Canada,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF,"212,262,074","195,937,832","196,580,094","137,423,425","173,513,445"
Customs Value,China,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF","203,024,469","536,631,717","548,451,973","414,015,769","388,490,592"
Customs Value,Canada,12,"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUITS; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER","813,303,454","938,793,369","817,361,164","635,008,269","643,604,973"
Customs Value,Canada,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","1,593,166,352","1,736,890,940","1,815,520,538","1,347,157,225","1,362,203,640"
Customs Value,Canada,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,"235,178,610","303,212,648","281,232,864","220,988,873","189,774,779"
Customs Value,Canada,75,NICKEL AND ARTICLES THEREOF,"1,004,116,914","1,386,218,984","1,448,828,614","1,106,515,345","750,928,919"
Customs Value,China,45,CORK AND ARTICLES OF CORK,"15,811,631","15,116,227","12,389,108","9,137,082","13,224,346"
Customs Value,Mexico,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF","70,959,969,737","85,518,952,551","81,169,788,057","60,545,730,085","77,479,618,826"
Customs Value,Mexico,76,ALUMINUM AND ARTICLES THEREOF,"1,773,208,841","2,234,269,304","1,937,701,110","1,479,935,505","1,363,782,525"
Customs Value,China,91,CLOCKS AND WATCHES AND PARTS THEREOF,"553,983,158","618,202,197","444,537,708","318,364,416","307,958,971"
Customs Value,Canada,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES","104,077,029,585","157,084,383,133","122,944,241,560","90,537,718,035","94,816,041,979"
Customs Value,Canada,56,"WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF","194,505,345","209,016,512","185,327,021","141,052,223","141,865,571"
Customs Value,Canada,49,"PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRINTED PRODUCTS; MANUSCRIPTS, TYPESCRIPTS AND PLANS","595,318,839","691,693,556","670,588,642","502,407,576","489,686,254"
Customs Value,China,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,"458,657,080","423,561,914","380,990,033","274,420,966","307,995,955"
Customs Value,China,79,ZINC AND ARTICLES THEREOF,"137,481,965","137,594,563","117,959,853","85,556,158","95,959,393"
Customs Value,Mexico,72,IRON AND STEEL,"4,492,895,178","5,410,273,369","3,587,239,561","2,859,725,288","2,403,802,136"
Customs Value,Mexico,25,"SALT; SULFUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","538,717,038","650,759,443","625,359,884","479,713,560","429,760,787"
Customs Value,Canada,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","4,189,401,851","3,606,195,777","3,108,569,429","2,546,270,780","2,805,522,516"
Customs Value,China,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS, OR OTHER PARTS OF PLANTS","741,371,856","950,645,360","745,775,945","556,961,904","619,815,780"
Customs Value,China,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES THEREOF,"674,798,996","708,195,244","515,278,454","377,494,568","409,458,678"
Customs Value,Mexico,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,"21,568,334","17,431,814","12,760,550","9,944,668","7,714,272"
Customs Value,Canada,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,"11,889,049","13,767,448","12,467,612","9,663,474","12,799,262"
Customs Value,Mexico,12,"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUITS; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER","113,600,539","162,948,093","126,149,073","94,970,399","88,084,773"
Customs Value,China,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS","27,178,395,277","25,247,263,566","18,021,849,768","13,450,271,252","14,263,301,683"
Customs Value,Mexico,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES","572,164,366","810,202,140","769,282,076","562,582,099","525,462,870"
Customs Value,China,96,MISCELLANEOUS MANUFACTURED ARTICLES,"3,841,091,060","4,548,653,151","4,043,854,474","2,990,144,510","3,547,521,045"
Customs Value,China,01,LIVE ANIMALS,"4,189,968","7,012,861","10,957,414","8,135,874","11,709,474"
Customs Value,China,89,"SHIPS, BOATS AND FLOATING STRUCTURES","152,314,505","160,338,520","128,523,693","96,571,706","136,405,663"
Customs Value,China,60,KNITTED OR CROCHETED FABRICS,"283,661,979","268,984,687","203,464,273","147,531,906","169,673,604"
Customs Value,Mexico,67,PREPARED FEATHERS AND DOWN AND ARTICLES THEREOF; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR,"3,818,094","5,665,888","4,840,049","3,955,837","4,959,244"
Customs Value,Canada,50,"SILK, INCLUDING YARNS AND WOVEN FABRICS THEREOF","47,677","85,355","64,342","47,077","61,890"
Customs Value,Canada,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF","2,395,602","2,661,671","2,709,410","2,078,669","2,146,287"
Customs Value,Mexico,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES,"13,284,112","12,826,643","20,851,891","10,342,942","17,477,761"
Customs Value,China,26,"ORES, SLAG AND ASH","66,309,078","60,524,608","54,741,471","37,200,760","52,010,144"
Customs Value,China,99,"SPECIAL IMPORT REPORTING PROVISIONS, NESOI","4,362,379,346","4,476,101,586","4,675,435,801","3,410,628,362","3,757,805,940"
Customs Value,China,74,COPPER AND ARTICLES THEREOF,"544,109,778","679,091,314","438,219,878","332,419,252","353,974,348"
Customs Value,Canada,38,MISCELLANEOUS CHEMICAL PRODUCTS,"3,009,123,396","3,480,172,670","3,427,854,532","2,665,810,019","2,255,542,822"
Customs Value,Mexico,29,ORGANIC CHEMICALS,"1,538,133,893","1,578,402,401","1,494,826,233","1,140,702,583","776,075,247"
Customs Value,Mexico,50,"SILK, INCLUDING YARNS AND WOVEN FABRICS THEREOF","2,474,673","1,939,038","2,334,265","1,810,531","939,157"
Customs Value,Mexico,47,PULP OF WOOD OR OTHER FIBROUS CELLULOSIC MATERIAL; RECOVERED (WASTE AND SCRAP) PAPER AND PAPERBOARD,"3,278,288","3,190,302","6,412,664","4,152,440","7,860,235"
Customs Value,Mexico,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; BAKERS' WARES","1,952,542,623","2,499,273,973","2,790,586,756","2,066,904,950","2,225,460,828"
Customs Value,Canada,02,MEAT AND EDIBLE MEAT OFFAL,"3,785,340,232","3,978,479,888","4,068,973,394","2,926,937,979","2,857,331,704"
Customs Value,Canada,16,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES","1,175,704,756","1,153,566,957","1,162,701,967","884,722,290","960,521,102"
Customs Value,Canada,79,ZINC AND ARTICLES THEREOF,"1,458,133,231","1,493,749,534","1,205,777,588","915,100,767","887,063,853"
Customs Value,China,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS","1,158,472,726","1,173,663,390","908,703,145","685,821,243","667,764,831"
Customs Value,China,52,"COTTON, INCLUDING YARNS AND WOVEN FABRICS THEREOF","78,414,443","64,592,687","46,466,835","34,615,479","38,818,395"
Customs Value,Canada,46,"MANUFACTURES OF STRAW, ESPARTO OR OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK","4,080,472","14,804,894","4,001,681","3,319,415","1,377,517"
Customs Value,Mexico,53,VEGETABLE TEXTILE FIBERS NESOI; YARNS AND WOVEN FABRICS OF VEGETABLE TEXTILE FIBERS NESOI AND PAPER,"923,953","421,020","587,434","471,837","646,013"
Customs Value,Mexico,63,MADE-UP TEXTILE ARTICLES NESOI; NEEDLECRAFT SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,"1,216,810,559","1,190,884,032","1,242,332,880","940,086,108","985,433,340"
Customs Value,Canada,80,TIN AND ARTICLES THEREOF,"24,438,402","31,737,186","21,640,662","17,043,001","15,828,323"
Customs Value,Mexico,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF","844,613,431","1,033,969,512","1,321,202,717","964,108,226","1,108,189,318"
Customs Value,Mexico,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,"43,349,507","52,337,011","65,402,026","45,856,625","57,262,683"
Customs Value,Canada,83,MISCELLANEOUS ARTICLES OF BASE METAL,"1,176,653,234","1,417,102,956","1,518,056,924","1,156,780,151","1,179,148,157"
Customs Value,Canada,99,"SPECIAL IMPORT REPORTING PROVISIONS, NESOI","2,565,392,031","2,631,274,180","2,771,156,843","2,074,066,516","2,062,317,422"
Customs Value,Canada,10,CEREALS,"1,009,672,912","1,521,384,919","1,691,981,227","1,349,918,619","904,851,321"
Customs Value,Mexico,54,"MANMADE FILAMENTS, INCLUDING YARNS AND WOVEN FABRICS THEREOF","144,044,392","161,395,711","131,775,059","106,673,667","64,330,114"
Customs Value,Canada,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES","47,594,554","51,922,355","51,722,284","35,524,734","40,908,185"
Customs Value,Canada,42,"ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES  OF GUT (OTHER THAN SILKWORM GUT)","77,600,101","105,477,070","112,771,378","85,630,261","72,640,355"
Customs Value,Canada,72,IRON AND STEEL,"9,225,419,923","9,910,317,643","8,421,866,775","6,504,972,276","6,082,740,953"
Customs Value,China,82,"TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL","4,081,392,762","3,823,506,544","2,959,677,962","2,218,998,072","2,307,654,811"
Customs Value,Canada,70,GLASS AND GLASSWARE,"503,030,084","558,275,778","553,796,620","411,330,304","443,910,998"
Customs Value,China,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF","666,888,892","737,300,088","533,227,257","429,387,967","469,821,841"
Customs Value,Mexico,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, PAPER OR PAPERBOARD","1,237,748,014","1,512,427,524","1,523,533,558","1,152,662,326","1,218,230,198"
Total:,,,,"1,237,603,314,722","1,414,100,000,545","1,312,804,727,971","978,968,383,055","1,002,071,817,218"
